sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,sex_race
male,27,25 - 45,african-american,0,0,0,5,m,driving license suspended,5,medium,0,male-african-american
male,20,less than 25,caucasian,0,0,0,0,m,battery,10,high,1,male-caucasian
male,20,less than 25,african-american,0,0,0,0,f,possession of cannabis,6,medium,0,male-african-american
male,29,25 - 45,african-american,0,0,0,9,f,arrest case no charge,7,medium,1,male-african-american
female,24,less than 25,african-american,0,0,0,0,f,resist officer w/violence,5,medium,0,female-african-american
male,27,25 - 45,caucasian,0,0,0,0,f,grand theft in the 3rd degree,4,low,0,male-caucasian
male,24,less than 25,caucasian,0,0,0,0,f,pos cannabis w/intent sel/del,4,low,0,male-caucasian
male,31,25 - 45,african-american,0,1,0,6,m,battery,6,medium,1,male-african-american
male,54,greater than 45,caucasian,0,0,0,0,f,battery on law enforc officer,1,low,0,male-caucasian
female,35,25 - 45,african-american,0,0,0,7,f,arrest case no charge,6,medium,1,female-african-american
female,53,greater than 45,african-american,0,0,0,0,f,dealing in stolen property,5,medium,0,female-african-american
male,26,25 - 45,african-american,0,0,0,9,m,petit theft,4,low,1,male-african-american
male,25,25 - 45,african-american,0,0,0,6,f,"poss 3,4 mdma (ecstasy)",7,medium,1,male-african-american
female,49,greater than 45,caucasian,0,0,0,0,f,resist officer w/violence,1,low,0,female-caucasian
male,57,greater than 45,caucasian,0,0,0,0,f,arrest case no charge,1,low,0,male-caucasian
male,25,25 - 45,caucasian,0,0,0,5,f,possession of oxycodone,10,high,1,male-caucasian
female,42,25 - 45,african-american,0,0,0,1,f,felony driving while lic suspd,5,medium,0,female-african-american
male,51,greater than 45,african-american,0,0,0,1,f,possession of cocaine,5,medium,0,male-african-american
male,31,25 - 45,other,0,1,0,5,m,battery,2,low,0,male-other
male,53,greater than 45,african-american,0,0,0,13,m,arrest case no charge,5,medium,0,male-african-american
female,43,25 - 45,african-american,0,0,0,6,f,grand theft in the 3rd degree,7,medium,0,female-african-american
male,34,25 - 45,african-american,0,0,0,0,f,carrying concealed firearm,1,low,0,male-african-american
male,51,greater than 45,african-american,0,0,0,0,m,operating w/o valid license,1,low,0,male-african-american
male,26,25 - 45,caucasian,0,0,0,1,m,operating w/o valid license,4,low,0,male-caucasian
male,47,greater than 45,african-american,0,0,0,5,f,possession of cocaine,6,medium,0,male-african-american
male,22,less than 25,caucasian,0,0,1,0,f,grand theft in the 3rd degree,4,low,0,male-caucasian
female,36,25 - 45,caucasian,0,0,0,0,f,possession of cocaine,2,low,0,female-caucasian
female,36,25 - 45,hispanic,0,0,0,1,m,battery,3,low,0,female-hispanic
male,25,25 - 45,african-american,0,3,1,6,m,viol prot injunc repeat viol,6,medium,0,male-african-american
male,33,25 - 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
female,28,25 - 45,african-american,0,0,0,1,f,grand theft (motor vehicle),2,low,0,female-african-american
male,28,25 - 45,african-american,1,0,0,5,f,arrest case no charge,5,medium,1,male-african-american
male,20,less than 25,caucasian,0,0,0,0,m,possess cannabis/20 grams or less,3,low,0,male-caucasian
male,27,25 - 45,african-american,0,0,0,2,f,driving while license revoked,3,low,0,male-african-american
female,24,less than 25,other,0,0,0,0,f,grand theft in the 3rd degree,4,low,0,female-other
female,39,25 - 45,african-american,0,0,0,1,f,arrest case no charge,5,medium,0,female-african-american
male,26,25 - 45,african-american,0,0,0,0,f,crim use of personal id info,2,low,0,male-african-american
male,55,greater than 45,hispanic,0,0,0,0,m,battery,1,low,0,male-hispanic
male,50,greater than 45,hispanic,0,0,0,5,f,felony driving while lic suspd,1,low,1,male-hispanic
male,56,greater than 45,caucasian,0,0,0,5,m,arrest case no charge,7,medium,0,male-caucasian
female,48,greater than 45,african-american,0,0,0,1,f,possess controlled substance,1,low,0,female-african-american
male,21,less than 25,african-american,0,0,0,1,f,burglary unoccupied dwelling,9,high,0,male-african-american
male,35,25 - 45,caucasian,0,0,0,0,m,expired dl more than 6 months,2,low,0,male-caucasian
male,32,25 - 45,african-american,0,0,0,0,f,aggravated battery / pregnant,7,medium,0,male-african-american
female,44,25 - 45,hispanic,0,0,0,0,m,battery,1,low,0,female-hispanic
male,49,greater than 45,caucasian,0,0,0,0,f,felony driving while lic suspd,1,low,0,male-caucasian
female,40,25 - 45,caucasian,0,0,0,0,f,possession of cocaine,2,low,0,female-caucasian
male,22,less than 25,african-american,0,0,0,4,m,driving license suspended,6,medium,0,male-african-american
male,49,greater than 45,caucasian,0,0,0,1,m,battery,1,low,0,male-caucasian
male,41,25 - 45,african-american,0,0,3,12,f,possession of alprazolam,6,medium,1,male-african-american
male,46,greater than 45,caucasian,0,0,0,0,f,manufacture cannabis,1,low,0,male-caucasian
male,57,greater than 45,african-american,0,0,0,2,m,arrest case no charge,1,low,0,male-african-american
male,32,25 - 45,african-american,0,0,0,0,f,possession of cannabis,9,high,0,male-african-american
male,36,25 - 45,african-american,0,0,0,1,m,battery,9,high,0,male-african-american
male,30,25 - 45,african-american,0,0,0,1,m,battery,8,high,0,male-african-american
male,28,25 - 45,african-american,0,0,0,0,m,manage busn w/o city occup lic,2,low,0,male-african-american
male,29,25 - 45,african-american,1,0,0,8,f,possession of cocaine,10,high,1,male-african-american
male,21,less than 25,african-american,0,0,0,1,m,burglary unoccupied dwelling,5,medium,0,male-african-american
male,23,less than 25,african-american,1,0,0,5,f,possession burglary tools,8,high,1,male-african-american
male,27,25 - 45,other,0,0,0,0,m,battery,1,low,0,male-other
male,25,25 - 45,caucasian,0,0,0,4,f,possession of alprazolam,9,high,0,male-caucasian
male,35,25 - 45,other,0,0,0,2,f,grand theft in the 3rd degree,5,medium,0,male-other
male,35,25 - 45,hispanic,0,0,0,0,f,tamper with witness/victim/ci,2,low,1,male-hispanic
female,25,25 - 45,african-american,0,0,0,1,m,battery,8,high,1,female-african-american
male,35,25 - 45,african-american,0,0,0,9,f,tampering with physical evidence,6,medium,0,male-african-american
male,32,25 - 45,african-american,0,0,0,0,m,operating w/o valid license,9,high,0,male-african-american
female,23,less than 25,african-american,0,0,0,0,m,disorderly conduct,4,low,0,female-african-american
male,23,less than 25,african-american,1,1,2,4,f,burglary unoccupied dwelling,10,high,0,male-african-american
female,26,25 - 45,african-american,0,0,0,0,m,opert with susp dl 2nd offens,8,high,0,female-african-american
male,24,less than 25,african-american,0,0,0,1,f,pos cannabis w/intent sel/del,3,low,0,male-african-american
male,37,25 - 45,african-american,0,0,0,0,m,susp drivers lic 1st offense,7,medium,0,male-african-american
male,29,25 - 45,african-american,0,0,0,0,f,possession of methamphetamine,5,medium,0,male-african-american
male,34,25 - 45,other,0,0,0,0,f,felony battery (dom strang),2,low,0,male-other
male,49,greater than 45,caucasian,0,0,0,3,f,agg battery grt/bod/harm,1,low,0,male-caucasian
male,31,25 - 45,african-american,0,0,0,2,f,arrest case no charge,2,low,0,male-african-american
male,59,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,23,less than 25,african-american,0,0,1,1,f,possession burglary tools,5,medium,0,male-african-american
male,22,less than 25,african-american,0,0,0,1,f,uttering a forged instrument,9,high,0,male-african-american
male,36,25 - 45,african-american,0,0,0,0,f,aggravated battery,1,low,0,male-african-american
male,31,25 - 45,caucasian,0,0,0,3,m,driving under the influence,7,medium,0,male-caucasian
female,29,25 - 45,hispanic,0,0,0,0,m,disorderly conduct,3,low,0,female-hispanic
male,26,25 - 45,caucasian,0,0,0,0,f,aggravated assault w/dead weap,2,low,0,male-caucasian
male,24,less than 25,african-american,0,0,0,0,m,battery,4,low,0,male-african-american
male,43,25 - 45,other,0,0,0,1,f,possession of cocaine,1,low,0,male-other
male,27,25 - 45,african-american,1,2,0,11,f,deliver cocaine,9,high,0,male-african-american
male,28,25 - 45,caucasian,0,0,0,4,f,arrest case no charge,4,low,0,male-caucasian
female,33,25 - 45,other,0,0,0,0,f,grand theft in the 3rd degree,2,low,0,female-other
male,54,greater than 45,caucasian,0,0,0,3,f,grand theft in the 3rd degree,3,low,1,male-caucasian
male,57,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,30,25 - 45,african-american,0,0,0,2,f,burglary unoccupied dwelling,2,low,0,male-african-american
male,27,25 - 45,other,0,0,0,0,m,battery,1,low,0,male-other
female,31,25 - 45,african-american,0,0,0,4,f,aggrav battery w/deadly weapon,8,high,0,female-african-american
male,29,25 - 45,caucasian,0,0,0,0,f,possession of cocaine,3,low,0,male-caucasian
female,29,25 - 45,hispanic,0,0,0,0,m,battery,2,low,1,female-hispanic
male,33,25 - 45,hispanic,0,0,0,2,m,driving license suspended,3,low,0,male-hispanic
male,22,less than 25,african-american,0,0,0,0,m,battery,4,low,0,male-african-american
male,35,25 - 45,african-american,0,0,0,0,m,battery,8,high,1,male-african-american
male,30,25 - 45,african-american,0,1,0,14,f,driving while license revoked,7,medium,0,male-african-american
female,63,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,female-caucasian
male,34,25 - 45,other,0,0,0,3,m,battery,2,low,0,male-other
male,36,25 - 45,caucasian,0,0,0,0,f,possession of cocaine,8,high,1,male-caucasian
male,21,less than 25,african-american,0,0,0,0,f,carrying concealed firearm,8,high,0,male-african-american
male,23,less than 25,caucasian,0,0,0,1,f,grand theft in the 3rd degree,3,low,0,male-caucasian
male,40,25 - 45,african-american,0,0,0,1,f,arrest case no charge,3,low,0,male-african-american
male,30,25 - 45,african-american,0,0,0,3,m,battery,5,medium,1,male-african-american
male,41,25 - 45,african-american,0,0,0,1,m,battery,5,medium,0,male-african-american
male,56,greater than 45,caucasian,0,0,0,0,m,driving under the influence,1,low,0,male-caucasian
male,61,greater than 45,african-american,0,0,0,14,m,poss of controlled substance,2,low,0,male-african-american
male,31,25 - 45,african-american,2,0,0,6,f,felony battery (dom strang),6,medium,0,male-african-american
male,32,25 - 45,african-american,1,0,2,4,f,poss cocaine/intent to del/sel,10,high,0,male-african-american
male,56,greater than 45,other,0,0,0,0,m,battery,1,low,0,male-other
male,62,greater than 45,african-american,0,0,0,0,m,dui level 0.15 or minor in veh,1,low,0,male-african-american
male,23,less than 25,caucasian,0,0,0,0,m,battery,5,medium,0,male-caucasian
male,53,greater than 45,other,0,0,0,0,m,battery,1,low,0,male-other
male,67,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,38,25 - 45,hispanic,0,0,0,0,m,battery,1,low,0,male-hispanic
male,40,25 - 45,other,0,0,0,1,f,arrest case no charge,1,low,0,male-other
female,45,greater than 45,other,0,0,0,1,f,arrest case no charge,1,low,0,female-other
male,29,25 - 45,african-american,1,0,0,3,m,battery,8,high,1,male-african-american
male,32,25 - 45,hispanic,0,0,0,0,m,battery,2,low,0,male-hispanic
female,39,25 - 45,other,0,0,0,0,f,criminal mischief,1,low,0,female-other
male,29,25 - 45,african-american,0,0,0,0,f,felony battery w/prior convict,2,low,0,male-african-american
male,46,greater than 45,african-american,0,0,0,4,f,arrest case no charge,1,low,0,male-african-american
male,31,25 - 45,african-american,0,0,0,9,m,battery,8,high,1,male-african-american
male,24,less than 25,african-american,0,0,0,1,m,battery,2,low,0,male-african-american
male,28,25 - 45,african-american,0,0,0,1,f,arrest case no charge,1,low,1,male-african-american
female,24,less than 25,african-american,0,0,0,0,m,battery,6,medium,0,female-african-american
male,29,25 - 45,other,0,0,0,5,f,resist officer w/violence,6,medium,0,male-other
male,28,25 - 45,hispanic,0,0,0,3,f,arrest case no charge,8,high,1,male-hispanic
male,36,25 - 45,caucasian,0,0,0,1,f,grand theft in the 3rd degree,2,low,0,male-caucasian
male,25,25 - 45,african-american,0,0,0,2,m,tresspass in structure or conveyance,6,medium,0,male-african-american
male,29,25 - 45,caucasian,0,0,0,0,f,felony battery,1,low,0,male-caucasian
female,26,25 - 45,caucasian,0,0,0,1,f,agg battery grt/bod/harm,9,high,0,female-caucasian
male,32,25 - 45,african-american,0,0,0,4,f,driving while license revoked,6,medium,1,male-african-american
male,29,25 - 45,hispanic,0,0,0,1,f,agg battery grt/bod/harm,1,low,0,male-hispanic
female,26,25 - 45,caucasian,0,0,0,0,f,aggravated assault w/dead weap,3,low,0,female-caucasian
female,46,greater than 45,caucasian,0,0,0,0,m,dui property damage/injury,1,low,0,female-caucasian
male,41,25 - 45,caucasian,0,0,0,0,f,aggrav battery w/deadly weapon,1,low,0,male-caucasian
female,38,25 - 45,other,0,0,0,0,m,battery,1,low,0,female-other
female,24,less than 25,african-american,0,0,0,1,f,sale/del cannabis at/near scho,6,medium,1,female-african-american
male,22,less than 25,caucasian,0,0,0,1,m,battery,7,medium,0,male-caucasian
male,26,25 - 45,caucasian,0,0,0,7,m,susp drivers lic 1st offense,6,medium,0,male-caucasian
male,30,25 - 45,african-american,0,0,0,0,m,battery,1,low,0,male-african-american
male,34,25 - 45,caucasian,0,0,0,1,f,burglary unoccupied dwelling,5,medium,0,male-caucasian
male,23,less than 25,caucasian,0,0,7,3,m,battery,7,medium,0,male-caucasian
female,47,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,female-caucasian
male,55,greater than 45,caucasian,0,0,0,2,m,arrest case no charge,1,low,0,male-caucasian
male,30,25 - 45,hispanic,0,0,0,0,m,dui property damage/injury,3,low,0,male-hispanic
male,43,25 - 45,african-american,0,0,0,2,f,possession of cocaine,7,medium,0,male-african-american
male,45,greater than 45,african-american,0,0,0,38,f,felony battery w/prior convict,8,high,1,male-african-american
male,30,25 - 45,hispanic,0,0,0,0,m,battery,1,low,0,male-hispanic
female,61,greater than 45,caucasian,0,0,0,15,f,felony petit theft,6,medium,0,female-caucasian
male,49,greater than 45,caucasian,0,0,0,0,f,grand theft in the 3rd degree,1,low,0,male-caucasian
male,49,greater than 45,african-american,0,0,0,1,m,battery,1,low,0,male-african-american
male,42,25 - 45,african-american,0,0,0,1,f,possession of amphetamine,1,low,0,male-african-american
male,24,less than 25,african-american,0,0,0,1,m,battery,7,medium,0,male-african-american
male,51,greater than 45,caucasian,0,0,0,0,f,possession of cannabis,1,low,0,male-caucasian
male,32,25 - 45,hispanic,0,0,0,6,m,battery,5,medium,1,male-hispanic
male,49,greater than 45,african-american,0,0,0,2,f,neglect child / no bodily harm,1,low,0,male-african-american
male,56,greater than 45,caucasian,0,0,0,1,f,possession of hydrocodone,2,low,0,male-caucasian
male,53,greater than 45,caucasian,0,0,0,8,m,viol injunct domestic violence,4,low,0,male-caucasian
male,27,25 - 45,other,0,0,0,2,m,criminal mischief damage <$200,2,low,1,male-other
male,41,25 - 45,caucasian,0,0,0,3,m,driving under the influence,1,low,0,male-caucasian
male,45,greater than 45,african-american,0,0,0,6,f,possession of alprazolam,4,low,0,male-african-american
female,21,less than 25,african-american,0,0,0,0,f,burglary dwelling assault/batt,10,high,0,female-african-american
male,27,25 - 45,caucasian,0,0,1,2,m,battery,4,low,1,male-caucasian
male,21,less than 25,african-american,0,0,0,0,f,burglary conveyance armed,3,low,0,male-african-american
male,31,25 - 45,caucasian,0,0,0,0,f,possession of oxycodone,1,low,0,male-caucasian
female,45,greater than 45,hispanic,0,0,0,0,m,criminal mischief damage <$200,1,low,0,female-hispanic
male,30,25 - 45,african-american,2,0,0,8,f,arrest case no charge,6,medium,0,male-african-american
male,23,less than 25,african-american,0,0,0,0,f,"poss3,4 methylenedioxymethcath",4,low,0,male-african-american
male,52,greater than 45,caucasian,0,0,0,1,f,possession of cocaine,1,low,0,male-caucasian
female,51,greater than 45,african-american,0,0,0,3,m,tampering with physical evidence,2,low,0,female-african-american
female,44,25 - 45,african-american,0,0,0,0,f,tampering with physical evidence,1,low,0,female-african-american
female,25,25 - 45,hispanic,0,0,0,0,f,"poss3,4 methylenedioxymethcath",4,low,0,female-hispanic
male,37,25 - 45,other,0,0,0,0,m,viol injunct domestic violence,1,low,0,male-other
female,34,25 - 45,caucasian,0,0,0,0,f,grand theft (motor vehicle),3,low,0,female-caucasian
male,23,less than 25,african-american,0,2,1,3,m,fail register vehicle,7,medium,1,male-african-american
male,71,greater than 45,caucasian,0,0,0,3,m,driving under the influence,1,low,0,male-caucasian
male,45,greater than 45,caucasian,0,0,0,2,m,dui property damage/injury,1,low,0,male-caucasian
male,29,25 - 45,african-american,0,0,0,0,m,driving under the influence,1,low,0,male-african-american
